# minimal_valid_fraction ::  30.00
# operating on CRU TS4.04 Mean Temperature
# <a href=http://climexp.knmi.nl/select.cgi?field=cru4_tmp>climexp.knmi.nl/select.cgi?field=cru4_tmp</a>
# file :: CRUData/cru_ts4.04.1901.2019.tmp.dat.nc
# title :: spatial statistic of CRU TS4.04 Mean Temperature
# cdi :: Climate Data Interface version 1.9.8 (https://mpimet.mpg.de/cdi)
# source :: Run ID = 2004151855. Data generated from:tmp.2004011744.dtb
# institution :: KNMI Climate Explorer and Data held at British Atmospheric Data Centre, RAL, UK.
# references :: Information on the data is available at http://badc.nerc.ac.uk/data/cru/
# comment :: Access to these data is available to any registered CEDA user.
# contact :: support@ceda.ac.uk
# cdo :: Climate Data Operators version 1.9.8 (https://mpimet.mpg.de/cdo)
# geospatial_lat_max ::     90.0
# geospatial_lon_min ::   -180.0
# geospatial_lon_units :: degrees_east
# geospatial_lon_resolution ::      0.5
# time_coverage_start :: 1901-01-15
# time_coverage_end :: 2019-12-15
# climexp_url :: https://climexp.knmi.nl/select.cgi?cru4_tmp
# scripturl01 :: https://climexp.knmi.nl/get_index.cgi?email=$id&field=cru4_tmp&gridpoints=false&intertype=nearest&lat1=54&lat2=55&lon1=-73&lon2=-69&masktype=all&minfac=30
# history ::  2021-07-14 17:22:31 bin/get_index CRUData/cru_ts4.04.1901.2019.tmp.dat.nc -73 -69 54 55 dipole no minfac 30 nearest lsmask CRUData/lsmask_05.nc all cru4_tmp_-73--69E_54-55N_n\nWed May 27 12:31:59 2020: cdo -L -r -f nc4 -z zip selvar,tmp tmp/cru_ts4.04.1901.2019.tmp.dat.nc cru_ts4.04.1901.2019.tmp.dat.nc\nWed 15 Apr 2020 19:58:33 BST : User ianharris : Program makegridsauto.for called by update.for
# ave_region :: lon=  -73.000  -69.000, lat=   54.000   55.000
# averaging anomalies over region lon=  -73.000  -69.000, lat=   54.000   55.000
# tmp [degrees Celsius] near-surface temperature
 1901  -23.97462      -22.93037      -18.11090      -6.272859       1.676682       8.614412       12.07032       11.07638       5.963723      -1.186812      -9.474922      -19.23060    
 1902  -23.68697      -20.89862      -13.89725      -6.922859     -0.2551410       6.563724       11.70744       10.47607       6.451300      -1.749541      -8.161811      -21.00629    
 1903  -23.33689      -22.21741      -15.31588      -8.073011      0.7953176       7.907818       11.13251       9.313034       6.070012     -0.7680235      -9.081135      -21.73788    
 1904  -25.51281      -25.34992      -17.37953      -8.198470       1.964259       8.276759       12.28282       10.38228       4.369246      -1.405906      -9.512729      -21.79471    
 1905  -26.03788      -24.12469      -17.29832      -7.535818      0.4574353       7.589106       12.33289       10.21978       5.582129      -1.243253      -9.662423      -18.76204    
 1906  -21.63014      -23.08643      -18.37393      -8.198547      0.2607054E-01   8.695547       12.42039       11.73282       5.757282     -0.5867353      -8.974770      -21.38781    
 1907  -25.57515      -24.98113      -16.69203      -9.311124     -0.6055999       8.095470       11.58259       10.08849       5.000841      -2.193559      -8.868482      -18.04287    
 1908  -23.88091      -23.33681      -18.02976      -9.742641      0.8077411       8.595624       12.93305       10.65728       6.670394     -0.1771760E-01  -8.499617      -21.33781    
 1909  -24.88720      -24.06795      -17.04855      -8.829912      0.3511471       8.170471       11.88259       11.00743       5.450994     -0.3554471      -7.986887      -17.84939    
 1910  -22.26151      -24.11802      -15.69756      -6.647706      0.8388764       7.889030       12.03282       10.60122       4.806976      -1.011888      -8.462270      -20.54402    
 1911  -25.20614      -24.73090      -17.56120      -8.098471       2.333353       8.508047       13.02062       11.40145       4.656900      -1.162041      -10.26250      -18.24280    
 1912  -26.32553      -23.04302      -18.78628      -9.398623      0.6138765       7.220318       12.08289       9.150687       5.132052     -0.7365824      -9.124693      -19.74310    
 1913  -22.73635      -26.01227      -17.40438      -7.154377      0.2449352       7.714029       11.72653       10.37607       5.382205      0.1699353      -7.993022      -18.44302    
 1914  -25.01864      -27.06280      -16.56672      -9.892717       1.476606       7.295241       12.17645       10.30107       6.363647     -0.4742353      -11.26273      -20.51235    
 1915  -22.68674      -21.01105      -16.84824      -6.491724      0.1388000       8.095318       11.69516       10.78251       6.007512      0.6334111E-01  -7.818328      -17.24924    
 1916  -23.66197      -24.99318      -19.98014      -7.091953      0.9201646       8.501836       13.50183       11.78903       5.876070      -1.443177      -10.34992      -19.52462    
 1917  -26.36265      -25.68719      -17.69824      -8.623548      -1.111582       7.782818       12.48903       11.18888       5.219553      -1.655906      -10.18758      -22.33114    
 1918  -25.11273      -26.26840      -18.73613      -8.010894      0.2388765       6.538877       11.67016       9.994781       4.382053      -1.068100      -8.287117      -18.93712    
 1919  -23.86212      -21.46779      -16.61082      -8.554912      0.4450117       9.283277       12.05774       10.90743       5.194705      -2.430829      -9.580981      -22.51265    
 1920  -27.71319      -22.53658      -17.19809      -7.804606       1.182741       8.207894       11.35759       11.56403       6.557511      0.6259940      -10.38750      -18.39947    
 1921  -23.63712      -23.81166      -16.41036      -7.373318       1.895624       8.370700       13.47691       10.08872       5.938800      -1.305600      -10.15023      -19.85598    
 1922  -24.88720      -25.24272      -16.58521      -6.798089       2.045318       7.608276       11.43297       10.47615       5.619935      -2.168176      -8.862269      -22.72470    
 1923  -26.33727      -26.14302      -21.26113      -9.642412      0.3137999       7.482894       11.09509       9.244858       5.576147      0.2134176      -7.736964      -16.48006    
 1924  -25.95575      -24.22454      -13.84165      -7.167335      0.3757648       8.445241       11.43282       11.04478       6.344782     -0.1428706      -8.218328      -21.03765    
 1925  -27.11894      -22.67347      -15.94778      -8.098471     -0.4487001       7.970700       11.28274       11.41418       4.844476      -3.349770      -9.237193      -19.11227    
 1926  -25.99333      -24.95544      -19.79249      -10.52286     -0.4551411       7.220241       10.88888       10.44493       5.232053     -0.9743117      -10.07454      -20.72500    
 1927  -23.84302      -23.11779      -15.22930      -7.373318     -0.5113529       6.832818       12.10153       9.651222       5.707282     -0.7408240E-01  -8.749464      -19.35530    
 1928  -25.51196      -24.19287      -17.52961      -9.248394       1.263800       8.057741       12.33251       11.30782       4.925841      -1.043100      -9.812423      -16.95560    
 1929  -24.48106      -23.41756      -18.19173      -9.767336     -0.7112765       7.307971       10.75138       10.05721       5.132359      -1.236888      -10.36848      -23.13136    
 1930  -25.16833      -23.87393      -16.54832      -8.860971      0.8638765       9.520777       11.61395       10.60130       5.882512      0.4197058      -7.117947      -18.27454    
 1931  -25.17462      -22.08006      -13.81596      -6.610435       1.107970       9.114412       13.61426       10.99509       5.451147      0.7697822      -6.473928      -19.39302    
 1932  -22.20507      -25.47416      -17.55484      -7.760971       1.188953       8.976529       11.65744       11.40137       6.507435     -0.4617353      -10.28757      -20.15545    
 1933  -22.73620      -23.16710      -18.09211      -7.516877      0.3512235       7.914412       12.04524       10.82653       6.032282      -1.243100      -9.638111      -25.95667    
 1934  -25.84992      -27.61863      -18.99847      -6.973318      0.1890293       7.807894       11.93895       10.03865       6.933047      -1.330829      -8.999388      -21.02554    
 1935  -26.55659      -24.84939      -18.47976      -8.023165      0.3137999       9.070623       12.62047       11.64539       5.506976     -0.7680235      -9.893099      -19.79969    
 1936  -24.43068      -24.70552      -13.57892      -8.398165     -0.7864296       7.583047       11.43259       9.932358       5.951147      -2.336812      -12.11280      -20.41196    
 1937  -24.58037      -19.76089      -17.09855      -6.485512       2.314259       8.908124       12.77055       12.48305       5.807359     -0.4492353      -8.080675      -19.53735    
 1938  -24.06856      -23.48029      -16.79824      -8.160665       1.607588       9.439718       12.75161       11.48259       5.725841      0.3822058      -8.799387      -17.65560    
 1939  -24.37462      -25.65552      -21.46128      -8.467258      0.8251178E-01   7.620317       12.48305       12.00161       5.144629      -1.968100      -9.112423      -17.96197    
 1940  -23.02462      -22.51150      -16.41718      -8.229912      0.5888765       7.782742       12.26403       10.95138       6.363570      -1.887041      -9.099770      -21.39977    
 1941  -24.67500      -19.42999      -16.61090      -7.585435      0.6077411       7.601759       12.53941       9.688493       5.394858      -1.343100      -9.205675      -18.61810    
 1942  -25.89287      -20.33098      -12.18674      -6.604453       1.482971       8.214642       12.06388       10.66403       5.538647      0.4005352      -8.868405      -21.93727    
 1943  -23.91894      -22.96664      -19.99127      -9.604529      0.1387632E-01   6.952065       12.47653       10.48903       6.275688      0.4631882      -8.593328      -20.58091    
 1944  -20.91825      -24.71749      -17.99878      -8.136506       1.151759       8.189565       12.91395       12.68888       7.463264      -1.530294      -8.061275      -19.89287    
 1945  -24.99985      -22.06741      -14.39165      -7.103918      0.9511470       7.632894       12.28282       11.10774       5.276529      -1.168177      -8.737117      -20.01212    
 1946  -26.35423      -25.52446      -14.66006      -8.123470     -0.6748831E-01   7.245394       11.19493       10.78251       6.995317      0.9493521E-01  -10.01840      -21.09992    
 1947  -24.49954      -19.24931      -14.44908      -10.65415      -1.429453       8.214183       12.86464       11.17699       4.963571       1.725688      -6.925687      -17.43895    
 1948  -24.84371      -26.04908      -20.02915      -9.204300      0.9575117       8.344935       12.81948       11.61365       7.138341       1.468635      -5.318253      -16.83091    
 1949  -22.99985      -25.80437      -17.06074      -8.003841     -0.9831762E-01   10.00797       12.59601       10.95138       6.113723      0.5137235      -10.98083      -17.64295    
 1950  -27.03544      -26.77354      -17.33037      -7.785665       1.807971       7.388953       11.62039       10.62001       4.901071      -1.411506      -7.754834      -16.31265    
 1951  -24.42370      -20.73037      -13.38045      -3.155065       1.357894       9.375841       12.18895       11.46986       6.251223     -0.8738530      -10.27439      -20.89302    
 1952  -24.79348      -20.56150      -13.21726      -6.167259       3.132053       8.982665       13.98305       11.79524       5.944935      -2.374083      -8.162193      -14.18758    
